Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Global trends in the frequency and duration of temperature extremes,"La Sorte, FA; Johnston, A; Ault, TR","Anthropogenic climate change has affected the frequency and duration of extreme climate events, including extreme heat events (EHE) and extreme cold events (ECE). How the frequency and duration of both EHE and ECE have changed over time within both terrestrial and marine environments globally has not been fully explored. Here, we use detrended daily estimates of minimum and maximum temperature from the ERA5 reanalysis over a 70-year period (1950-2019) to estimate the daily occurrence of EHE and ECE across the globe. We measure the frequency and duration of EHE and ECE by season across years and estimate how these measures have changed over time. Frequency and duration for both EHE and ECE presented similar patterns characterized by low spatial heterogeneity and strong seasonal variation. High EHE frequency and duration occurred within the Antarctic during the austral summer and winter and within the Arctic Ocean during the boreal winter. High ECE frequency and duration occurred within the Nearctic and Palearctic during the boreal winter and the Arctic Ocean during the boreal summer. The trend analysis presented pronounced differences between frequency and duration, high spatial heterogeneity, especially within terrestrial environments, and strong seasonal variation. Positive EHE trends, primarily in duration within marine environments, occurred during the boreal summer within the mid-latitudes of the Northern Hemisphere and during the austral summer within the mid-latitudes of the Southern Hemisphere. The eastern tropical Pacific contained positive EHE and ECE trends, primary in duration during the boreal winter. Our findings emphasize the many near-term challenges that extreme temperature events are likely to pose for human and natural systems within terrestrial and marine environments, and the need to advance our understanding of the developing long-term implications of these changing dynamics as climate change progresses.",2021,,CLIMATIC CHANGE,166,1-2,,WOS:000647395300001,10.1007/s10584-021-03094-0,,#618,LaSorte 2021,KAREN HUNTER (2025-08-22 07:11:34)(Select): This one is interesting - Study refers to heat events over land. Does not immediately confer to our ECE types. They do discuss effects of Extreme heat and extreme cold events on the ocean and discuss MHWs; ,GLOBAL; cold spell; heatwave
Spatiotemporal patterns of variability in the abundance and distribution of winter-spawned pelagic juvenile rockfish in the California Current,"Field, JC; Miller, RR; Santora, JA; Tolimieri, N; Haltuch, MA; Brodeur, RD; Auth, TD; Dick, EJ; Monk, MH; Sakuma, KM; Wells, BK","Rockfish are an important component of West Coast fisheries and California Current food webs, and recruitment (cohort strength) for rockfish populations has long been characterized as highly variable for most studied populations. Research efforts and fisheries surveys have long sought to provide greater insights on both the environmental drivers, and the fisheries and ecosystem consequences, of this variability. Here, variability in the temporal and spatial abundance and distribution patterns of young-of-the-year (YOY) rockfishes are described based on midwater trawl surveys conducted throughout the coastal waters of California Current between 2001 and 2019. Results confirm that the abundance of winter-spawning rockfish taxa in particular is highly variable over space and time. Although there is considerable spatial coherence in these relative abundance patterns, there are many years in which abundance patterns are very heterogeneous over the scale of the California Current. Results also confirm that the high abundance levels of YOY rockfish observed during the 2014-2016 large marine heatwave were largely coastwide events. Species association patterns of pelagic YOY for over 20 rockfish taxa in space and time are also described. The overall results will help inform future fisheries-independent surveys, and will improve future indices of recruitment strength used to inform stock assessment models and marine ecosystem status reports.",2021,,PLOS ONE,16,5,,WOS:000664635700029,10.1371/journal.pone.0251638,,#620,Field 2021,"",ecosystem response; heatwave; resource management
"Brown Pelicans, <i>Pelecanus occidentalis californicus</i> (Aves: Pelecanidae): Five decades with ENSO, dynamic nesting, and contemporary breeding status in the Gulf of California","Anderson, DW; Godínez-Reyes, CR; Velarde, E; Avalos-Tellez, R; Ramírez-Delgado, D; Moreno-Prado, H; Bowen, T; Gress, F; Trejo-Ventura, J; Adrean, L; Meltzer, L","The California Brown Pelican subspecies (Pelecanus occidentalis californicus) was removed from the US endangered species list in 2009, along with the entire species of Brown Pelican throughout North America. The Gulf of California subpopulation within the entire metapopulation (= subspecies) comprises the majority of nesting (similar to 76% of P. o. californicus). The US classifications were based on pollution effects in the Southern California Bight (SCB) during the early 1970s; official listing-recognition in Mexico (NOM-059-SEMARNAT-2010) occurred in 2010 and it continues. Unfortunately, Brown Pelican conservation across the US/Mexico border has been largely uncoordinated. Recent declines in the SCB subpopulation are not well-documented, whereas representative subpopulations in the Gulf of California have received continual study since the US listing. Until the early 2000s, Gulf pelican breeding populations changed little. El Nino/Southern Oscillation continues to be a major factor driving annual pelican breeding intensity and success, with a slightly weaker effect to the north. Nest attempts (NA) in the southern Midriff zone and to the south of our monitoring zone have declined in the last decade, in especially extreme and unprecedented ways in a period of unusual warming in the last 3 years (2014-2016), termed by some as the ""Blob"". Other factors (such as human disturbance and commercial fishing) have likely exacerbated recent warming effects in some areas. Recent data also suggest the pelican is in a process of minor range-shifting toward the northern Gulf, and there are no definitive indications of a recent NA decline in that zone. Monitoring over the entire range, past 2016, will be important to determine whether populations have begun a long-term decline or will recover to normal baseline levels. The health of pelican populations is an important indicator of overall ecological health in the Pacific region and not an isolated phenomenon.",2017,,CIENCIAS MARINAS,43,1,1-34,WOS:000399012600001,10.7773/cm.v43i1.2710,,#623,Anderson 2017,"",ecosystem response; heatwave
Subsurface Temperature Anomalies Off Central Oregon During 2014-2021,"Cervantes, BT; Fewings, MR; Risien, CM","We use moored observations in 80 m water depth at the NH-10 site along the historic Newport Hydrographic Line from 1999 to 2021 to calculate water temperature anomalies at the surface, near surface, and bottom. Analysis is focused on the subsurface temporal and spatial characteristics of marine heatwaves (MHWs) during 2014-2016 and 2019-2020 on the continental shelf and slope. Warm anomalies extend throughout the water column in fall/winter 2014-2016 when winds are predominantly downwelling-favorable, while the 2019-2020 period is characterized by shallower summer and fall anomalies on the shelf. Sustained temperature anomalies during the bottom MHW in late 2016 are the largest in the NH-10 time series. Analysis of temporal patterns in wind stress during MHW and non-MHW periods shows the onset of upwelling-favorable winds interrupts warm events. Indices of cumulative upwelling and annual spring transition dates reveal the spring transition was unusually late in 2014, with only five years with later spring transitions since the upwelling index record began in 1967. In 2015 and 2019, in contrast, spring transition is close to the climatological mean of April 15. In 2016 and 2020, anomalous warming is observed when cumulative upwelling decreases after an early spring transition.",2024,,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,129,10,,WOS:001342301600001,10.1029/2023JC020565,,#626,Cervantes 2024,"",heatwave; physical drivers
Fine-scale vertical distribution and diel migrations of <i>Pyrosoma atlanticum</i> in the northern California Current,"Lyle, JT; Cowen, RK; Sponaugle, S; Sutherland, KR; Koski, M","Blooms of the colonial pelagic tunicate Pyrosoma atlanticum in 2014-2018 followed a marine heatwave in the eastern Pacific Ocean. Pyrosome blooms could alter pelagic food webs of the northern California Current (NCC) by accelerating the biological pump via active transport, fecal pellet production and mortality events. Although aggregations of P. atlanticum have the potential to shape marine trophic dynamics via carbon export, little is known about pyrosome vertical distribution patterns. In this study, we estimated the distribution of P. atlanticum in the NCC along transects off of Oregon (45 degrees N and 124 degrees W) and northern California (41 degrees N and 124 degrees W), USA during February and July 2018. Depth-stratified plankton tows provided volume-normalized pyrosome abundance and biovolume estimates that complemented fine-scale counts by a vertically deployed camera system. Pyrosomes were numerous offshore during February, especially off Oregon. Colonies were distributed non-uniformly in the water column with peak numbers associated with vertical gradients in environmental parameters, notably density and chl-a. Vertical distributions shifted over the 24-h period, indicative of diel vertical migration. Understanding the vertical distribution of these gelatinous grazers in the NCC gives insight to their behavior and ecological role in biologically productive temperate ecosystems as conditions become more favorable for recurring blooms.",2022,,JOURNAL OF PLANKTON RESEARCH,44,2,288-302,WOS:000759768600001,10.1093/plankt/fbac006,,#627,Lyle 2022,"",heatwave
Climate shock effects and mediation in fisheries,"Fisher, MC; Moore, SK; Jardine, SL; Watson, JR; Samhouri, JF","Climate shocks can reorganize the social-ecological linkages in food-producing communities, leading to a sudden loss of key products in food systems. The extent and persistence of this reorganization are difficult to observe and summarize, but are critical aspects of predicting and rapidly assessing community vulnerability to extreme events. We apply network analysis to evaluate the impact of a climate shock-an unprecedented marine heatwave-on patterns of resource use in California fishing communities, which were severely affected through closures of the Dungeness crab fishery. The climate shock significantly modified flows of users between fishery resources during the closures. These modifications were predicted by pre-shock patterns of resource use and were associated with three strategies used by fishing community member vessels to respond to the closures: temporary exit from the food system, spillover of effort from the Dungeness crab fishery into other fisheries, and spatial shifts in where crab were landed. Regional differences in resource use patterns and vessel-level responses highlighted the Dungeness crab fishery as a seasonal ""gilded trap"" for northern California fishing communities. We also detected disparities in climate shock response based on vessel size, with larger vessels more likely to display spatial mobility. Our study demonstrates the importance of highly connected and decentralized networks of resource use in reducing the vulnerability of human communities to climate shocks.",2021,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,118,2,,WOS:000607277100049,10.1073/pnas.2014379117,,#635,Fisher 2021,"",economic impact; heatwave; social impact
Benthic megafauna assemblage change over three decades in the abyss: Variations from species to functional groups,"Kuhnz, LA; Ruhl, HA; Huffard, CL; Smith, KL","Megafaunal seafloor assemblages on the Monterey Fan in the NE Pacific (Station M, 4000 m depth) were studied between 2006-2018 using remotely operated vehicles (ROVs) as part of a continuing time-series study that began in 1989. Since 2006 we identified nearly 120,000 individual animals representing over 142 morphospecies, and observed continuous changes in the megafaunal assemblage. This study, which tracked variation in observed morphospecies over a 13-year period, is one of the most detailed long-term records of megafaunal change for abyssal depths. Our investigation shows that new variations continued to emerge, reinforcing the concept that the deep-sea is dynamic over short time scales, rather than static over long periods. Some species were uncommon, but later observed in high numbers, then decreased to very low or undetectable levels (e.g. Elpidia sp. A), while others (e.g. Psychropotes longicauda) exhibited a relatively persistent presence with less fluctuation in abundance. Decreasing total echinoderm density from 2013-2018 did not correspond with the continued occurrence of large episodic POC flux events between 2016-2018. This may be attributed to the quality of food supply arriving at the seafloor and the varied ability of organisms to utilize it. Long-term tracking (30 years) of 10 specific epibenthic echinoderm species originally quantified from camera-sled images shows a pattern of assemblage structure, perhaps returning toward the composition observed in the 1990s and early 2000s. Many questions remain as to how this abyssal site and others will change with continued, and potentially increasing, anthropogenic change in the upper ocean. For example, the marine heat anomaly known as the 'Warm Blob' may have influenced major ecological processes at the abyssal seafloor in terms of morphospecies and functional group composition due to changes in POC flux. The degree of dynamism continues to indicate that ad hoc or short-term investigations provide a limited perspective for assessing community structure in conservation or resource exploitation impact assessment studies in the deep sea.",2020,,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,173,,,WOS:000527944700014,10.1016/j.dsr2.2020.104761,,#636,Kuhnz 2020,"",ecosystem response; heatwave
North Pacific warming shifts the juvenile range of a marine apex predator,"Tanaka, KR; Van Houtan, KS; Mailander, E; Dias, BS; Galginaitis, C; O'Sullivan, J; Lowe, CG; Jorgensen, SJ","During the 2014-2016 North Pacific marine heatwave, unprecedented sightings of juvenile white sharks (Carcharodon carcharias) emerged in central California. These records contradicted the species established life history, where juveniles remain in warmer waters in the southern California Current. This spatial shift is significant as it creates potential conflicts with commercial fisheries, protected species conservation, and public safety concerns. Here, we integrate community science, photogrammetry, biologging, and mesoscale climate data to describe and explain this phenomenon. We find a dramatic increase in white sharks from 2014 to 2019 in Monterey Bay that was overwhelmingly comprised of juvenile sharks<2.5 m in total body length. Next, we derived thermal preferences from 22 million tag measurements of 14 juvenile sharks and use this to map the cold limit of their range. Consistent with historical records, the position of this cold edge averaged 34<degrees> N from 1982 to 2013 but jumped to 38.5 degrees during the 2014-2016 marine heat wave. In addition to a poleward shift, thermally suitable habitat for juvenile sharks declined 223.2 km(2) year(-1) from 1982 to 2019 and was lowest in 2015 at the peak of the heatwave. In addition to advancing the adaptive management of this apex marine predator, we discuss this opportunity to engage public on climate change through marine megafauna.",2021,,SCIENTIFIC REPORTS,11,1,,WOS:000684868600014,10.1038/s41598-021-82424-9,,#637,Tanaka 2021,"",ecosystem response; heatwave
The seas around China in a warming climate,"Wang, F; Li, XG; Tang, XH; Sun, XX; Zhang, JL; Yang, DZ; Xu, LJ; Zhang, H; Yuan, HM; Wang, YT; Yao, YL; Wang, CZ; Guo, YR; Ren, QP; Li, YL; Zhang, RW; Wang, X; Zhang, B; Sha, ZL","Increasing temperatures in the seas around China have a range of physical, biogeochemical and biological impacts. This Review outlines historical and projected changes in these seas and the implications of these changes for marine ecosystems.Anthropogenic forcings have led to multifaceted changes in the seas around China, which include the Bohai, Yellow, East China and South China Seas, affecting the functions and services they provide. In this Review, we synthesize physical, biogeochemical and biological findings to understand how the seas around China have changed and are projected to change under a warming climate. The average surface temperature of these seas increased by 0.10-0.14 & DEG;C dec(-1) over 1950-2021. Meanwhile, the annual frequency and average intensity of marine heatwaves increased by 1-2 dec(-1) and 0.1-0.3 & DEG;C dec(-1) since the 1980s, respectively. Terrestrial input has increased nutrient concentrations and composition changes in coastal waters. These warming and nutrient changes have increased the severity of hypoxia and acidification, leading to complex changes in primary productivity. Changes to marine organisms such as plankton, benthos and fish are also apparent, including the northward invasion of warm-water species and miniaturization. These observed changes are projected to persist into the future. These coupled physical-ecological changes highlight the need for strengthened multidisciplinary oceanographic research in the seas around China.",2023,,NATURE REVIEWS EARTH & ENVIRONMENT,4,8,535-551,WOS:001032523500002,10.1038/s43017-023-00453-6,,#638,Wang 2023,KAREN HUNTER (2025-09-10 07:02:33)(Select): Including despite being a review as there is historical context for MHW and links to increased severity of hypoxia and acidification in this region. ; ,acidity; deoxygenation; heatwave; review
Satellite-derived phytoplankton biomass and production variability in 2 contrasting coastal areas: off southern California and off northern Baja California,"Mirabal-Gómez, U; Alvarez-Borrego, S; Lara-Lara, JR","In order to compare phytoplankton biomass (satellite-derived chlorophyll, Chl(sat)) and production (PP), and sea surface temperature (SST) between the regions north and south of the Ensenada Front, time series were generated from satellite imagery for 250-km transects perpendicular to the coast: one off La Jolla (TLJ), southern California (USA), and the other off San Quintin Bay (TSQB), Baja California (Mexico). Moderate Resolution Imaging Spectroradiometer (MODIS) SST and Chlsat monthly composites and PP monthly composites were used for the 2002-2016 period. An ""average year"" was generated for each transect and each variable as an approximation to the climatology. Data show spatial variation in Chlsat and PP with higher values in the coastal zone (>10.0 mg.m(-3) and >4.0 g C.m(-2).d(-1), respectively) than offshore (similar to 0.1 mg.m(-3) and 0.4 g C.m(-2).d(-1), respectively), while SST showed, in general, minimum values in the coastal zone (similar to 15.0 degrees C) and maxima offshore (similar to 21.0 degrees C). In the coastal zone, Chl(sat) values were higher on TSQB than on TLJ. H offshore waters of TSQB because of the effect of high Chl(sat) plumes coming from Point Conceptiowever, sometimes phytoplankton biomass was higher in the offshore waters of TLJ than in theon into the Southern California Bight. The SST, Chl(sat), and PP variations had clear seasonal and interannual components. Spectral analysis shows that the seasonal component of variation was dominant for the 3 variables. The 2004 central Pacific type of El Nino, the 2014 ""Blob"", and the 2015-2016 eastern Pacific type of El Nino had very strong effects on phytoplankton biomass and production along both transects. Nevertheless, the effects generally tended to be stronger at TLJ than at TSQB. There are spatial variations in the coastal dynamics of the California Current System, and thus the effects of seasonal and interannual events will not be the same at different geographic locations.",2017,,CIENCIAS MARINAS,43,4,229-248,WOS:000425621800003,10.7773/cm.v43i4.2763,,#646,Mirabal-Gómez 2017,"",ecosystem response; heatwave
Impacts of Physical and Biological Processes on Spatial and Temporal Variability of Particulate Organic Carbon in the North Pacific Ocean during 2003-2017,"Yu, J; Wang, XJ; Fan, H; Zhang, RH","The North Pacific Ocean is a significant carbon sink region, but little is known about the dynamics of particulate organic carbon (POC) and the influences of physical and biological processes in this region at the basin scale. Here, we analysed high-resolution surface POC data derived from MODIS-Aqua during 2003-2017, together with satellite-derived sea surface chlorophyll and temperature (SST). There are large spatial and temporal variations in surface POC in the North Pacific. Surface POC is much lower in the subtropical region (<50 mg m(-3)) than in the subarctic region (>100 mg m(-3)), primarily resulting from the south-to-north variability in biological production. Our analyses show significant seasonal and interannual variability in surface POC. In particular, there is one peak in winter-spring in the western subtropical region and two peaks in late spring and fall in the western subarctic region. Surface POC is positively correlated with chlorophyll (r = similar to 1) and negatively correlated with SST (r = similar to-0.45, P < 0.001) south of 45 degrees N, indicating the strong influence of physically driven biological activity on the temporal variability of POC in the subtropical region. There is a significantly positive but relatively lower correlation coefficient (0.6-0.8) between POC and chlorophyll and an overall non-significantly positive correlation between POC and SST north of 45 degrees N, reflecting the reduction in the POC standing stock due to the fast sinking of large particles. The climate modes of the Pacific Decadal Oscillation, El Nino-Southern Oscillation and North Pacific Gyre Oscillation have large impacts on POC in various seasons in the subtropical region and weak influences in the subarctic region. Surface POC was anomalously high after 2013 (increased by similar to 15%) across the basin, which might be the result of complex interactions of physical and biological processes associated with an anomalous warming event (the Blob).",2019,,SCIENTIFIC REPORTS,9,,,WOS:000495611100085,10.1038/s41598-019-53025-4,,#648,Yu 2019,"KAREN HUNTER (2025-09-12 08:37:18)(Select): Including because study notes an possible effect of MHW on POC. ""Surface POC was anomalously high after 2013 (increased by similar to 15%) across the basin, which might be the result of complex interactions of physical and biological processes associated with an anomalous warming event (the Blob).""  

I have included papers noting similar effects of MHW on ecology or biology, so I am including this effect on biogeochemistry.; ",heatwave
"Changes in kelp forest communities off Washington, USA, during and after the 2014-2016 marine heatwave and sea star wasting syndrome","Tolimieri, N; Shelton, AO; Samhouri, JF; Harvey, CJ; Feist, BE; Williams, GD; Andrews, KS; Frick, KE; Lonhart, S; Sullaway, G; Liu, O; Berry, HD; Waddell, J","Canopy-forming kelps are foundation species in many coastal ecosystems, but kelp-forest communities are subject to abrupt state changes caused by environmental drivers and trophic dynamics. We examined changes in kelp communities at 5 sites along the Olympic Coast of Washington State, USA, during and following the recent perturbations of anomalous warm-water events and sea star wasting syndrome (SSWS). Anomalously warm water in 2013 and 2014 corresponded with a loss of approximately 50% of Macrocystis pyrifera and Nereocystis luetkeana canopy. However, the canopy quickly recovered, and stipe density increased after 2015. Purple sea urchins Strongylocentrotus purpuratus increased in density 164-fold, largely at one site, but this increase was first observed in 2017 and peaked in 2019, after the warm period. Sea stars did not show recovery from SSWS, with several species including Pycnopodia helianthoides continuing to decline. The majority of variation in assemblage structure occurred at the site level for kelps, macroinvertebrates, and fishes, while year explained most of the variability for juvenile rockfishes Sebastes spp. We did not see strong top-down effects of urchins on kelp, suggesting that top-down impacts were not dominant regionally during this period. In contrast, we found evidence for a bottom-up influence of kelp habitat on juvenile rockfishes, as rockfish recruits occurred with higher probability where kelp stipe density was higher. Our analyses highlight the importance of spatial variation in structuring changes in kelp forest communities associated with disturbance and suggest that it is essential to ensure the protection of a diversity of kelp forests.",2023,,MARINE ECOLOGY PROGRESS SERIES,703,,47-66,WOS:000946777400004,10.3354/meps14220,,#649,Tolimieri 2023,"",ecosystem response; heatwave
"Seasonal variation of zooplankton abundance and community structure in Prince William Sound, Alaska, 2009-2016","McKinstry, CAE; Campbell, RW","Large calanoid copepods and other zooplankters comprise the prey field for ecologically and economically important predators such as juvenile pink salmon, herring, and seabirds in Prince William Sound (PWS). From 2009-2016, the Gulf Watch Alaska program collected zooplankton 5-10 times each year at 12 stations in PWS to establish annual patterns. Surveys collected 188 species of zooplankton with Oithona similis, Limacina helicina, Pseudocalanus spp., and Acartia longiremis as the most common species present in 519 samples. Generalized additive models assessed seasonal abundance and showed peak abundance in July (mean: 9826 no. m(-3) (95% CI: 7990-12,084]) and lowest abundance in January (503 no. m(-3) [373 to 678]). Significantly higher zoo plankton abundance occurred in 2010 (542 no. M-3 +/- 55 SE) and lowest in 2013 (149 no. m(-3) +/- 13). The species composition of communities, determined via hierarchical cluster analysis and indicator species analysis, produced six distinct communities based on season and location. The winter community, characterized by warm water indicator species including Mesocalanus tenutcornis, Calanus pacificus, and Corycaeus cmglicus, diverged into four communities throughout the spring and summer. The first spring community, characterized by copepods with affinities for lower salinities, occurred sound-wide. The second spring community, comprised of planktonic larvae, appeared sporadically in PWS bays in 2011-2013. Spring and summer open water stations were defined by the presence of large calanoid copepods. A summer community including the most abundant taxa was common in 2010 and 2011, absent in 2013, then sporadically appeared in 2014 and 2015 suggesting interannual variability of zooplankton assemblages. The zooplankton community shifted to a uniform assemblage characterized by cnidarians in the early autumn. Community assemblages showed significant correlations to a set of environmental variables including SST, mixed layer depth, location, depth Of chlorophyll-alpha max, mixed layer average salinity, chlorophyll-alpha maximum, and bottom depth (p = 0.24, p < 0.05). The disappearance of the summer community coincided with the appearance of the Gulf of Alaska warm water anomaly known as ""The Blob"". A shift in zooplankton community composition during critical grazing periods for predators such as juvenile Pacific herring (Clupea pallasi) could have energetic consequences for overwintering success.",2018,,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,147,,69-78,WOS:000428005900009,10.1016/j.dsr2.2017.08.016,,#657,McKinstry 2018,"",ecosystem response
Laysan albatross exhibit complex behavioral plasticity in the subtropical and subarctic North Pacific Ocean,"Gilmour, ME; Felis, J; Hester, M; Young, L; Adams, J","Animals that regularly traverse habitat extremes between the subtropics and subarctic are expected to exhibit foraging behaviors that respond to changes in dynamic ocean habitats, and these behaviors may facilitate adaptations to novel and changing climates. During the chick-provisioning stage, Laysan albatross Phoebastria immutabilis parents regularly undertake short- and long-distance foraging trips throughout the vast central North Pacific Ocean. We examined GPS tracking data among chick-provisioning albatrosses in Hawai'i to characterize habitats during short- and long-distance trips. The study period encompassed a marine heatwave (2014) and the cooling period after an extreme El Nino event (2016), enabling us to examine foraging habitats under novel and changing climates. First passage time and generalized additive mixed models indicated that during 183 short and 110 long trips (n = 32 birds), wind-assisted flight efficiency, proximity to productive areas, and moonlit-searching were important in both subtropical and subarctic habitats. Laysan albatross took foraging trips that had similar lengths and durations in 2014 and 2016 and visited similar areas, indicating that their foraging range did not expand in response to climatic variability. A strategy that uses similar foraging areas across years combined with reliance on environmental processes that enhance flight efficiency (wind) and that enable searching behaviors (moonlight) indicate that Laysan albatross exhibit complex behavioral plasticity that allows them to utilize subtropical and subarctic habitats affected by dynamic climate variability. This strategy may benefit their ability to respond to oceanographic and climatic change, including expanding warm water regions and changing atmospheric conditions influenced by global warming.",2022,,MARINE ECOLOGY PROGRESS SERIES,697,,125-147,WOS:000865793900010,10.3354/meps14148,,#658,Gilmour 2022,"",ecosystem response; heatwave
"Exposure of whales to entanglement risk in Dungeness crab fishing gear in Oregon, USA, reveals distinctive spatio-temporal and climatic patterns","Derville, S; Buell, TV; Corbett, KC; Hayslip, C; Torres, LG","Entanglement in fishing gear presents a major threat to marine mammals worldwide and a pressing concern for distinct populations of whales off the US West Coast. The lack of understanding of their fine-scale distribution in relation to fishing activity limits management efforts, specifically in Oregon. Based on year-round predictions of rorqual whale densities and fishing effort compiled from logbooks, we assess co-occurrence between commercial Dungeness crab fishing gear and whales over a decade (2011-2020) as an indicator of exposure to entanglement risk. Generalized Additive Models including temporal, climatic, and ocean upwelling predictors were used to investigate variations in exposure. Exposure peaked in April, at the onset of the upwelling season when whales were predicted to occur in greater numbers and closer to shore. Exposure remained constant until the end of the crab season in nearshore waters <40 fathoms (73 m) and decreased past these depths. Across years, exposure was lower during the marine heatwave (2014-2016) when fishing was more active nearshore and whales were predicted to be less abundant. Exposure was higher before (2011-2013) and after (2017-2020) the heatwave, which correspond to negative phases of the Pacific Decadal Oscillation associated with stronger upwelling, indicating more productive conditions favorable to whales. A recent increase in exposure was also due to a slight shift in fishing effort towards deeper waters. These findings illustrate the use of fine-scale species distribution models to assess space-use conflicts in dynamic marine ecosystems and can be used to guide fisheries management to reduce entanglement risk in Oregon.",2023,,BIOLOGICAL CONSERVATION,281,,,WOS:000956102600001,10.1016/j.biocon.2023.109989,,#660,Derville 2023,"",heatwave; resource management
Population persistence of the perennial kelp Eisenia arborea varies across local spatial scales,"Gossard, DJ; Steller, DL","Perennial stipitate kelps are globally distributed and individual species can inhabit broad latitudinal ranges, express -ing notably longevous persistence. Despite the foundational role kelps provide to their communities, little is known about the variability in persistence of the stipitate kelps at local spatial scales. We studied the population persistence of Eisenia arborea, a heat-and wave force-tolerant perennial stipitate kelp with a distributional range extending from Brit-ish Columbia to south of the range limit of all other northeast Pacific kelps, in Baja California Sur, Mexico. Persistence characteristics for E. arborea among sites were compared and used to test the hypothesis that stand persistence varied at local spatial scales around Isla Natividad, a Pacific island off the Baja California peninsula with documented spatiotem-poral environmental heterogeneity. Collected individuals around the island were ""aged"" using the previously validated age estimation technique of counting annual cortical dark rings. After detecting no significant differences among sites in the covariation between estimated ages for collected individuals and stipe length, we utilized in-situ population-level stipe length measurements to more rapidly predict age structures within six stands around the island. Predicted age structures, and associated stand densities, revealed persistence characteristics and density varied at local scales and a strong positive relationship existed between stand density and stand mean and maximum ages. We speculate that stands responded differently to deterministic influences (e.g., the 2014-2016 marine heatwave and / or competition with Mac-rocystis) resulting in heterogenous local persistence of this foundation species.",2022,,ALGAE,37,1,63-74,WOS:000789108500005,10.4490/algae.2022.37.2.19,,#671,Gossard 2022,"",ecosystem response; heatwave
Effects of seasonal and interannual events on satellite-derived phytoplankton biomass and production in the southernmost part of the California Current System during 2003-2016,"Ortiz-Ahumada, JC; Alvarez-Borrego, S; Gómez-Valdés, J","We characterized the spatial and temporal variations of sea surface temperature (SST), satellite-derived chlorophyll a (Chl(sat)) concentration, and phytoplankton production (PP) along two 300-km long transects in the southernmost part of the California Current System, one off Cabo San Lazaro (TCSLa) and the other off Cabo San Lucas (TCSLu). Moderate Resolution Imaging Spectroradiometer (Aqua-MODIS) SST and Chl(sat) monthly composites and PP monthly composites were used for the 2003-2016 period. An ""average year"" was generated for each transect and each variable, as an approximation to the climatology. The Chl(sat )and PP values were higher in the inshore area than in the offshore area: 4.0 mg.m(-3) and 4.5 g C.m(-2).d(-1), respectively, for the inshore area of TCSLa and 1.4 mg.m(-3) and 1.8 g C.m(-2).d(-1), respectively, for the inshore area of TCSLu; similar to 0.1 mg.m(-3) and 0.4 g C-m(-2).d(-1), respectively, for the offshore area of both transects. In general, SST showed minimum values (similar to 17.0 degrees C) in the inshore area and maximum values (similar to 29.4 degrees C) in the offshore area. Chl(sat) values in the coastal zone were higher on TCSLa than on TCSLu, but offshore Chl(sat) values were often higher on TCSLu than on TCSLa. Seasonal and interannual variations were observed on both transects, but the seasonal variations were dominant. The effects of ""the Blob"" in 2014 and of the 2015-2016 eastern Pacific type of El Nino were similarly strong off both capes but caused no collapse in phytoplankton biomass, which decreased to only approximately half the values for the non-El Nino years. The 2003 and 2010 central Pacific type of El Nino events also had strong impacts. The 2005 central Pacific type of El Nino had a strong impact on the biology of TCSLu, like the impact of the 2014 and 2015-2016 events, but not on the biology of TCSLa. The coastal dynamics in the California Current System show spatial variations; thus, seasonal and interannual events have different effects at different geographic locations.",2018,,CIENCIAS MARINAS,44,1,1-20,WOS:000432208400001,10.7773/cm.v44i1.2743,,#672,Ortiz-Ahumada 2018,"",ecosystem response; heatwave
